Benchmark,Disk,Test,Replica,file_size_in,reg_size_in,random_write(KB/s),random_rewrite(KB/s),random-reread,time,timestamp
iozone,/dev/md5,177,2,2097152,32,2097152,32,5,0:00:00.079693,2023-06-03 02:02:33.599107
iozone,/dev/md5,177,3,2097152,32,2097152,32,5,0:00:00.078808,2023-06-03 02:02:33.678089
iozone,/dev/md5,178,1,2097152,64,2097152,64,5,0:00:00.087991,2023-06-03 02:02:33.766256
iozone,/dev/md5,178,2,2097152,64,2097152,64,5,0:00:00.086687,2023-06-03 02:02:33.853116
iozone,/dev/md5,178,3,2097152,64,2097152,64,5,0:00:00.086799,2023-06-03 02:02:33.940083
iozone,/dev/md5,179,1,2097152,64,2097152,64,5,0:00:00.085461,2023-06-03 02:02:34.025722
iozone,/dev/md5,179,2,2097152,64,2097152,64,5,0:00:00.086487,2023-06-03 02:02:34.112384
iozone,/dev/md5,179,3,2097152,64,2097152,64,5,0:00:00.085814,2023-06-03 02:02:34.198368
iozone,/dev/md5,180,1,2097152,64,2097152,64,5,0:00:00.086897,2023-06-03 02:02:34.285444
iozone,/dev/md5,180,2,2097152,64,2097152,64,5,0:00:00.085932,2023-06-03 02:02:34.371564
iozone,/dev/md5,180,3,2097152,64,2097152,64,5,0:00:00.102031,2023-06-03 02:02:34.473766
iozone,/dev/md5,181,1,4194304,1,4194304,1,5,0:00:00.087245,2023-06-03 02:02:34.561201
iozone,/dev/md5,181,2,4194304,1,4194304,1,5,0:00:00.089820,2023-06-03 02:02:34.651191
iozone,/dev/md5,181,3,4194304,1,4194304,1,5,0:00:00.086822,2023-06-03 02:02:34.738183
iozone,/dev/md5,182,1,4194304,1,4194304,1,5,0:00:00.086794,2023-06-03 02:02:34.825157
iozone,/dev/md5,182,2,4194304,1,4194304,1,5,0:00:00.079482,2023-06-03 02:02:34.904808
iozone,/dev/md5,182,3,4194304,1,4194304,1,5,0:00:00.079924,2023-06-03 02:02:34.984901
iozone,/dev/md5,183,1,4194304,1,4194304,1,5,0:00:00.079532,2023-06-03 02:02:35.064606
iozone,/dev/md5,183,2,4194304,1,4194304,1,5,0:00:00.079401,2023-06-03 02:02:35.144178
iozone,/dev/md5,183,3,4194304,1,4194304,1,5,0:00:00.079143,2023-06-03 02:02:35.223488
iozone,/dev/md5,184,1,4194304,4,4194304,4,5,0:00:00.085490,2023-06-03 02:02:35.309163
iozone,/dev/md5,184,2,4194304,4,4194304,4,5,0:00:00.087712,2023-06-03 02:02:35.397042
iozone,/dev/md5,184,3,4194304,4,4194304,4,5,0:00:00.085994,2023-06-03 02:02:35.483202
iozone,/dev/md5,185,1,4194304,4,4194304,4,5,0:00:00.079768,2023-06-03 02:02:35.563144
iozone,/dev/md5,185,2,4194304,4,4194304,4,5,0:00:00.078873,2023-06-03 02:02:35.642184
iozone,/dev/md5,185,3,4194304,4,4194304,4,5,0:00:00.087640,2023-06-03 02:02:35.729998
iozone,/dev/md5,186,1,4194304,4,4194304,4,5,0:00:00.086696,2023-06-03 02:02:35.816874
iozone,/dev/md5,186,2,4194304,4,4194304,4,5,0:00:00.086251,2023-06-03 02:02:35.903304
iozone,/dev/md5,186,3,4194304,4,4194304,4,5,0:00:00.087169,2023-06-03 02:02:35.990642
iozone,/dev/md5,187,1,4194304,8,4194304,8,5,0:00:00.078838,2023-06-03 02:02:36.069659
iozone,/dev/md5,187,2,4194304,8,4194304,8,5,0:00:00.086814,2023-06-03 02:02:36.156642
iozone,/dev/md5,187,3,4194304,8,4194304,8,5,0:00:00.086336,2023-06-03 02:02:36.243145
iozone,/dev/md5,188,1,4194304,8,4194304,8,5,0:00:00.079335,2023-06-03 02:02:36.322655
iozone,/dev/md5,188,2,4194304,8,4194304,8,5,0:00:00.086873,2023-06-03 02:02:36.409694
iozone,/dev/md5,188,3,4194304,8,4194304,8,5,0:00:00.079483,2023-06-03 02:02:36.489344
iozone,/dev/md5,189,1,4194304,8,4194304,8,5,0:00:00.097572,2023-06-03 02:02:36.587090
iozone,/dev/md5,189,2,4194304,8,4194304,8,5,0:00:00.088070,2023-06-03 02:02:36.675332
iozone,/dev/md5,189,3,4194304,8,4194304,8,5,0:00:00.079770,2023-06-03 02:02:36.755269
iozone,/dev/md5,190,1,4194304,16,4194304,16,5,0:00:00.087081,2023-06-03 02:02:36.842528
iozone,/dev/md5,190,2,4194304,16,4194304,16,5,0:00:00.079286,2023-06-03 02:02:36.921983
iozone,/dev/md5,190,3,4194304,16,4194304,16,5,0:00:00.082666,2023-06-03 02:02:37.004818
iozone,/dev/md5,191,1,4194304,16,4194304,16,5,0:00:00.086958,2023-06-03 02:02:37.091951
iozone,/dev/md5,191,2,4194304,16,4194304,16,5,0:00:00.085948,2023-06-03 02:02:37.178065
iozone,/dev/md5,191,3,4194304,16,4194304,16,5,0:00:00.079614,2023-06-03 02:02:37.257849
iozone,/dev/md5,192,1,4194304,16,4194304,16,5,0:00:00.084979,2023-06-03 02:02:37.343008
iozone,/dev/md5,192,2,4194304,16,4194304,16,5,0:00:00.088826,2023-06-03 02:02:37.432001
iozone,/dev/md5,192,3,4194304,16,4194304,16,5,0:00:00.085570,2023-06-03 02:02:37.517753
iozone,/dev/md5,193,1,4194304,32,4194304,32,5,0:00:00.087046,2023-06-03 02:02:37.604978
iozone,/dev/md5,193,2,4194304,32,4194304,32,5,0:00:00.085554,2023-06-03 02:02:37.690702
iozone,/dev/md5,193,3,4194304,32,4194304,32,5,0:00:00.086779,2023-06-03 02:02:37.777653
iozone,/dev/md5,194,1,4194304,32,4194304,32,5,0:00:00.086896,2023-06-03 02:02:37.864729
iozone,/dev/md5,194,2,4194304,32,4194304,32,5,0:00:00.085688,2023-06-03 02:02:37.950589
iozone,/dev/md5,194,3,4194304,32,4194304,32,5,0:00:00.087734,2023-06-03 02:02:38.038493
iozone,/dev/md5,195,1,4194304,32,4194304,32,5,0:00:00.079203,2023-06-03 02:02:38.117874
iozone,/dev/md5,195,2,4194304,32,4194304,32,5,0:00:00.086545,2023-06-03 02:02:38.204586
iozone,/dev/md5,195,3,4194304,32,4194304,32,5,0:00:00.086195,2023-06-03 02:02:38.290952
iozone,/dev/md5,196,1,4194304,64,4194304,64,5,0:00:00.087703,2023-06-03 02:02:38.378852
iozone,/dev/md5,196,2,4194304,64,4194304,64,5,0:00:00.079701,2023-06-03 02:02:38.458738
iozone,/dev/md5,196,3,4194304,64,4194304,64,5,0:00:00.079160,2023-06-03 02:02:38.538065
iozone,/dev/md5,197,1,4194304,64,4194304,64,5,0:00:00.086606,2023-06-03 02:02:38.624848
iozone,/dev/md5,197,2,4194304,64,4194304,64,5,0:00:00.086596,2023-06-03 02:02:38.711611
iozone,/dev/md5,197,3,4194304,64,4194304,64,5,0:00:00.099655,2023-06-03 02:02:38.811433
iozone,/dev/md5,198,1,4194304,64,4194304,64,5,0:00:00.087738,2023-06-03 02:02:38.899350
iozone,/dev/md5,198,2,4194304,64,4194304,64,5,0:00:00.087139,2023-06-03 02:02:38.986660
iozone,/dev/md5,198,3,4194304,64,4194304,64,5,0:00:00.087558,2023-06-03 02:02:39.074385
iozone,/dev/md5,1,1,64,1,64,1,5,0:00:00.105665,2023-06-03 02:04:36.648204
iozone,/dev/md5,1,2,64,1,64,1,5,0:00:00.092524,2023-06-03 02:04:36.741031
iozone,/dev/md5,1,3,64,1,64,1,5,0:00:00.087080,2023-06-03 02:04:36.828309
iozone,/dev/md5,2,1,64,1,64,1,5,0:00:00.083434,2023-06-03 02:04:36.911920
iozone,/dev/md5,2,2,64,1,64,1,5,0:00:00.086126,2023-06-03 02:04:36.998225
iozone,/dev/md5,2,3,64,1,64,1,5,0:00:00.086865,2023-06-03 02:04:37.085266
iozone,/dev/md5,3,1,64,1,64,1,5,0:00:00.086521,2023-06-03 02:04:37.171964
iozone,/dev/md5,3,2,64,1,64,1,5,0:00:00.094186,2023-06-03 02:04:37.266331
iozone,/dev/md5,3,3,64,1,64,1,5,0:00:00.087559,2023-06-03 02:04:37.354061
iozone,/dev/md5,4,1,64,4,64,4,5,0:00:00.085071,2023-06-03 02:04:37.439313
iozone,/dev/md5,4,2,64,4,64,4,5,0:00:00.086770,2023-06-03 02:04:37.526252
iozone,/dev/md5,4,3,64,4,64,4,5,0:00:00.086747,2023-06-03 02:04:37.613171
iozone,/dev/md5,5,1,64,4,64,4,5,0:00:00.085907,2023-06-03 02:04:37.699255
iozone,/dev/md5,5,2,64,4,64,4,5,0:00:00.103871,2023-06-03 02:04:37.803306
iozone,/dev/md5,5,3,64,4,64,4,5,0:00:00.082892,2023-06-03 02:04:37.886371
iozone,/dev/md5,6,1,64,4,64,4,5,0:00:00.087354,2023-06-03 02:04:37.973904
iozone,/dev/md5,6,2,64,4,64,4,5,0:00:00.086773,2023-06-03 02:04:38.060845
iozone,/dev/md5,6,3,64,4,64,4,5,0:00:00.086264,2023-06-03 02:04:38.147277
iozone,/dev/md5,7,1,64,8,64,8,5,0:00:00.085783,2023-06-03 02:04:38.233240
iozone,/dev/md5,7,2,64,8,64,8,5,0:00:00.086920,2023-06-03 02:04:38.320330
iozone,/dev/md2,1,1,64,1,64,1,2,0:00:00.096632,2023-06-03 02:04:43.627538
iozone,/dev/md2,1,2,64,1,64,1,2,0:00:00.090322,2023-06-03 02:04:43.718127
iozone,/dev/md2,1,3,64,1,64,1,2,0:00:00.086454,2023-06-03 02:04:43.804774
iozone,/dev/md2,2,1,64,1,64,1,2,0:00:00.086755,2023-06-03 02:04:43.891705
iozone,/dev/md2,2,2,64,1,64,1,2,0:00:00.087712,2023-06-03 02:04:43.979586
iozone,/dev/md2,2,3,64,1,64,1,2,0:00:00.088064,2023-06-03 02:04:44.067829
iozone,/dev/md2,3,1,64,1,64,1,2,0:00:00.089771,2023-06-03 02:04:44.157778
iozone,/dev/md2,3,2,64,1,64,1,2,0:00:00.088165,2023-06-03 02:04:44.246123
iozone,/dev/md2,3,3,64,1,64,1,2,0:00:00.086974,2023-06-03 02:04:44.333269
iozone,/dev/md2,4,1,64,4,64,4,2,0:00:00.086602,2023-06-03 02:04:44.420051
iozone,/dev/md2,4,2,64,4,64,4,2,0:00:00.085809,2023-06-03 02:04:44.506028
iozone,/dev/md2,4,3,64,4,64,4,2,0:00:00.087020,2023-06-03 02:04:44.593220
iozone,/dev/md2,5,1,64,4,64,4,2,0:00:00.079761,2023-06-03 02:04:44.673164
iozone,/dev/md2,5,2,64,4,64,4,2,0:00:00.079706,2023-06-03 02:04:44.753042
iozone,/dev/md2,5,3,64,4,64,4,2,0:00:00.079375,2023-06-03 02:04:44.832598
iozone,/dev/md2,6,1,64,4,64,4,2,0:00:00.080085,2023-06-03 02:04:44.912862
iozone,/dev/md2,6,2,64,4,64,4,2,0:00:00.079513,2023-06-03 02:04:44.992544
iozone,/dev/md2,6,3,64,4,64,4,2,0:00:00.080097,2023-06-03 02:04:45.072813
iozone,/dev/md2,7,1,64,8,64,8,2,0:00:00.079718,2023-06-03 02:04:45.152711
iozone,/dev/md2,7,2,64,8,64,8,2,0:00:00.079941,2023-06-03 02:04:45.232820
iozone,/dev/md2,7,3,64,8,64,8,2,0:00:00.079631,2023-06-03 02:04:45.312622
iozone,/dev/md2,8,1,64,8,64,8,2,0:00:00.079761,2023-06-03 02:04:45.392561
iozone,/dev/md2,8,2,64,8,64,8,2,0:00:00.079189,2023-06-03 02:04:45.471919
iozone,/dev/md2,8,3,64,8,64,8,2,0:00:00.118556,2023-06-03 02:04:45.590656
iozone,/dev/md2,9,1,64,8,64,8,2,0:00:00.101115,2023-06-03 02:04:45.691971
iozone,/dev/md2,9,2,64,8,64,8,2,0:00:00.089208,2023-06-03 02:04:45.781353
iozone,/dev/md2,9,3,64,8,64,8,2,0:00:00.087493,2023-06-03 02:04:45.869017
iozone,/dev/md2,10,1,64,16,64,16,2,0:00:00.088509,2023-06-03 02:04:45.957707
iozone,/dev/md2,10,2,64,16,64,16,2,0:00:00.079568,2023-06-03 02:04:46.037449
iozone,/dev/md2,10,3,64,16,64,16,2,0:00:00.086636,2023-06-03 02:04:46.124257
iozone,/dev/md2,11,1,64,16,64,16,2,0:00:00.079227,2023-06-03 02:04:46.203670
iozone,/dev/md2,11,2,64,16,64,16,2,0:00:00.085298,2023-06-03 02:04:46.289141
iozone,/dev/md2,11,3,64,16,64,16,2,0:00:00.079327,2023-06-03 02:04:46.368640
iozone,/dev/md2,12,1,64,16,64,16,2,0:00:00.088433,2023-06-03 02:04:46.457251
iozone,/dev/md2,12,2,64,16,64,16,2,0:00:00.086483,2023-06-03 02:04:46.543905
iozone,/dev/md2,12,3,64,16,64,16,2,0:00:00.085529,2023-06-03 02:04:46.629605
iozone,/dev/md2,13,1,64,32,64,32,2,0:00:00.087179,2023-06-03 02:04:46.716962
iozone,/dev/md2,13,2,64,32,64,32,2,0:00:00.086433,2023-06-03 02:04:46.803565
iozone,/dev/md1,1,1,64,1,64,1,1,0:00:00.116120,2023-06-03 02:05:04.643253
iozone,/dev/md1,1,2,64,1,64,1,1,0:00:00.083623,2023-06-03 02:05:04.727164
iozone,/dev/md1,1,3,64,1,64,1,1,0:00:00.094034,2023-06-03 02:05:04.821403
iozone,/dev/md1,2,1,64,1,64,1,1,0:00:00.096345,2023-06-03 02:05:04.917925
iozone,/dev/md1,2,2,64,1,64,1,1,0:00:00.103281,2023-06-03 02:05:05.021375
iozone,/dev/md1,2,3,64,1,64,1,1,0:00:00.087231,2023-06-03 02:05:05.108791
iozone,/dev/md1,3,1,64,1,64,1,1,0:00:00.120896,2023-06-03 02:05:05.229867
iozone,/dev/md1,3,2,64,1,64,1,1,0:00:00.087268,2023-06-03 02:05:05.317317
iozone,/dev/md1,3,3,64,1,64,1,1,0:00:00.086564,2023-06-03 02:05:05.404049
iozone,/dev/md1,4,1,64,4,64,4,1,0:00:00.087893,2023-06-03 02:05:05.492119
iozone,/dev/md1,4,2,64,4,64,4,1,0:00:00.085883,2023-06-03 02:05:05.578169
iozone,/dev/md1,4,3,64,4,64,4,1,0:00:00.087547,2023-06-03 02:05:05.665887
iozone,/dev/md1,5,1,64,4,64,4,1,0:00:00.088811,2023-06-03 02:05:05.754876
iozone,/dev/md1,5,2,64,4,64,4,1,0:00:00.087726,2023-06-03 02:05:05.842792
iozone,/dev/md1,5,3,64,4,64,4,1,0:00:00.079098,2023-06-03 02:05:05.922084
iozone,/dev/md1,6,1,64,4,64,4,1,0:00:00.086647,2023-06-03 02:05:06.008912
iozone,/dev/md1,6,2,64,4,64,4,1,0:00:00.079267,2023-06-03 02:05:06.088349
iozone,/dev/md1,6,3,64,4,64,4,1,0:00:00.088559,2023-06-03 02:05:06.177079
iozone,/dev/md1,7,1,64,8,64,8,1,0:00:00.087494,2023-06-03 02:05:06.264752
iozone,/dev/md1,7,2,64,8,64,8,1,0:00:00.086948,2023-06-03 02:05:06.351868
iozone,/dev/md1,7,3,64,8,64,8,1,0:00:00.087931,2023-06-03 02:05:06.439969
iozone,/dev/md1,8,1,64,8,64,8,1,0:00:00.091484,2023-06-03 02:05:06.531633
iozone,/dev/md1,8,2,64,8,64,8,1,0:00:00.079609,2023-06-03 02:05:06.611419
iozone,/dev/md1,8,3,64,8,64,8,1,0:00:00.087836,2023-06-03 02:05:06.699424
iozone,/dev/md1,9,1,64,8,64,8,1,0:00:00.086776,2023-06-03 02:05:06.786377
iozone,/dev/md1,9,2,64,8,64,8,1,0:00:00.088766,2023-06-03 02:05:06.875313
iozone,/dev/md1,9,3,64,8,64,8,1,0:00:00.086717,2023-06-03 02:05:06.962199
iozone,/dev/md1,10,1,64,16,64,16,1,0:00:00.088634,2023-06-03 02:05:07.051015
iozone,/dev/md1,10,2,64,16,64,16,1,0:00:00.088753,2023-06-03 02:05:07.139937
iozone,/dev/md1,10,3,64,16,64,16,1,0:00:00.086378,2023-06-03 02:05:07.226483
iozone,/dev/md1,11,1,64,16,64,16,1,0:00:00.086706,2023-06-03 02:05:07.313366
iozone,/dev/md1,11,2,64,16,64,16,1,0:00:00.088459,2023-06-03 02:05:07.401994
iozone,/dev/md1,11,3,64,16,64,16,1,0:00:00.086964,2023-06-03 02:05:07.489129
iozone,/dev/md1,12,1,64,16,64,16,1,0:00:00.079320,2023-06-03 02:05:07.568629
iozone,/dev/md1,12,2,64,16,64,16,1,0:00:00.079519,2023-06-03 02:05:07.648315
iozone,/dev/md1,12,3,64,16,64,16,1,0:00:00.079381,2023-06-03 02:05:07.727871
iozone,/dev/md1,13,1,64,32,64,32,1,0:00:00.087566,2023-06-03 02:05:07.815613
iozone,/dev/md1,13,2,64,32,64,32,1,0:00:00.085691,2023-06-03 02:05:07.901474
iozone,/dev/md1,13,3,64,32,64,32,1,0:00:00.079544,2023-06-03 02:05:07.981191
iozone,/dev/md1,14,1,64,32,64,32,1,0:00:00.084218,2023-06-03 02:05:08.065607
iozone,/dev/md1,14,2,64,32,64,32,1,0:00:00.086067,2023-06-03 02:05:08.151844
iozone,/dev/md1,14,3,64,32,64,32,1,0:00:00.099083,2023-06-03 02:05:08.251100
iozone,/dev/md1,15,1,64,32,64,32,1,0:00:00.086816,2023-06-03 02:05:08.338101
iozone,/dev/md1,15,2,64,32,64,32,1,0:00:00.088581,2023-06-03 02:05:08.426853
iozone,/dev/md1,15,3,64,32,64,32,1,0:00:00.087055,2023-06-03 02:05:08.514102
iozone,/dev/md1,16,1,64,64,64,64,1,0:00:00.086537,2023-06-03 02:05:08.600825
iozone,/dev/md1,16,2,64,64,64,64,1,0:00:00.086334,2023-06-03 02:05:08.687329
iozone,/dev/md1,16,3,64,64,64,64,1,0:00:00.087736,2023-06-03 02:05:08.775236
iozone,/dev/md1,17,1,64,64,64,64,1,0:00:00.087733,2023-06-03 02:05:08.863146
iozone,/dev/md1,17,2,64,64,64,64,1,0:00:00.079106,2023-06-03 02:05:08.942421
iozone,/dev/md1,17,3,64,64,64,64,1,0:00:00.091587,2023-06-03 02:05:09.034178
iozone,/dev/md1,18,1,64,64,64,64,1,0:00:00.086539,2023-06-03 02:05:09.120893
iozone,/dev/md1,18,2,64,64,64,64,1,0:00:00.088636,2023-06-03 02:05:09.209696
iozone,/dev/md1,18,3,64,64,64,64,1,0:00:00.085950,2023-06-03 02:05:09.295818
iozone,/dev/md1,19,1,4096,1,4096,1,1,0:00:00.086179,2023-06-03 02:05:09.382185
iozone,/dev/md1,19,2,4096,1,4096,1,1,0:00:00.079179,2023-06-03 02:05:09.461538
iozone,/dev/md1,19,3,4096,1,4096,1,1,0:00:00.089759,2023-06-03 02:05:09.551466
iozone,/dev/md1,20,1,4096,1,4096,1,1,0:00:00.079129,2023-06-03 02:05:09.630772
iozone,/dev/md1,20,2,4096,1,4096,1,1,0:00:00.079171,2023-06-03 02:05:09.710110
iozone,/dev/md1,20,3,4096,1,4096,1,1,0:00:00.087297,2023-06-03 02:05:09.797577
iozone,/dev/md1,21,1,4096,1,4096,1,1,0:00:00.086508,2023-06-03 02:05:09.884263
iozone,/dev/md1,21,2,4096,1,4096,1,1,0:00:00.085802,2023-06-03 02:05:09.970239
iozone,/dev/md1,21,3,4096,1,4096,1,1,0:00:00.086579,2023-06-03 02:05:10.056988
iozone,/dev/md1,22,1,4096,4,4096,4,1,0:00:00.087303,2023-06-03 02:05:10.144471
iozone,/dev/md1,22,2,4096,4,4096,4,1,0:00:00.079352,2023-06-03 02:05:10.223990
iozone,/dev/md1,22,3,4096,4,4096,4,1,0:00:00.086240,2023-06-03 02:05:10.310399
iozone,/dev/md1,23,1,4096,4,4096,4,1,0:00:00.079145,2023-06-03 02:05:10.389723
iozone,/dev/md1,23,2,4096,4,4096,4,1,0:00:00.087957,2023-06-03 02:05:10.477862
iozone,/dev/md1,23,3,4096,4,4096,4,1,0:00:00.108821,2023-06-03 02:05:10.586854
iozone,/dev/md1,24,1,4096,4,4096,4,1,0:00:00.079053,2023-06-03 02:05:10.666105
iozone,/dev/md1,24,2,4096,4,4096,4,1,0:00:00.085007,2023-06-03 02:05:10.751287
iozone,/dev/md1,24,3,4096,4,4096,4,1,0:00:00.086944,2023-06-03 02:05:10.838403
iozone,/dev/md1,25,1,4096,8,4096,8,1,0:00:00.086440,2023-06-03 02:05:10.925021
iozone,/dev/md1,25,2,4096,8,4096,8,1,0:00:00.119755,2023-06-03 02:05:11.044944
iozone,/dev/md1,25,3,4096,8,4096,8,1,0:00:00.088474,2023-06-03 02:05:11.133595
iozone,/dev/md1,26,1,4096,8,4096,8,1,0:00:00.087860,2023-06-03 02:05:11.221633
iozone,/dev/md1,26,2,4096,8,4096,8,1,0:00:00.080357,2023-06-03 02:05:11.302164
iozone,/dev/md1,26,3,4096,8,4096,8,1,0:00:00.079146,2023-06-03 02:05:11.381482
iozone,/dev/md1,27,1,4096,8,4096,8,1,0:00:00.087771,2023-06-03 02:05:11.469441
iozone,/dev/md1,27,2,4096,8,4096,8,1,0:00:00.086488,2023-06-03 02:05:11.556100
iozone,/dev/md1,27,3,4096,8,4096,8,1,0:00:00.085607,2023-06-03 02:05:11.641877
iozone,/dev/md1,28,1,4096,16,4096,16,1,0:00:00.079941,2023-06-03 02:05:11.721996
iozone,/dev/md1,28,2,4096,16,4096,16,1,0:00:00.088699,2023-06-03 02:05:11.810867
iozone,/dev/md1,28,3,4096,16,4096,16,1,0:00:00.086562,2023-06-03 02:05:11.897632
iozone,/dev/md1,29,1,4096,16,4096,16,1,0:00:00.087123,2023-06-03 02:05:11.984932
iozone,/dev/md1,29,2,4096,16,4096,16,1,0:00:00.086018,2023-06-03 02:05:12.071119
iozone,/dev/md1,29,3,4096,16,4096,16,1,0:00:00.101639,2023-06-03 02:05:12.172934
iozone,/dev/md1,30,1,4096,16,4096,16,1,0:00:00.086615,2023-06-03 02:05:12.259726
iozone,/dev/md1,30,2,4096,16,4096,16,1,0:00:00.087926,2023-06-03 02:05:12.347820
iozone,/dev/md1,30,3,4096,16,4096,16,1,0:00:00.085953,2023-06-03 02:05:12.433943
iozone,/dev/md1,31,1,4096,32,4096,32,1,0:00:00.087763,2023-06-03 02:05:12.521884
iozone,/dev/md1,31,2,4096,32,4096,32,1,0:00:00.086961,2023-06-03 02:05:12.609033
iozone,/dev/md1,31,3,4096,32,4096,32,1,0:00:00.087426,2023-06-03 02:05:12.696629
