Benchmark,Disk,Test,Replica,file_size_in,reg_size_in,write,rewrite,read,reread,random_reread,random_write(KB/s),bkwd_read,record_rewrite,stride_read,fwrite,"fread,freread",time,timestamp
iozone,/dev/md5,32,4,16384,4,25007,23710,28084,58837,5657,4665,15599,13439,13064,732571,694354,1615263,1423594,0:00:13.756174,2023-06-04 22:44:47.280193
iozone,/dev/md5,32,5,16384,4,24612,24620,48946,45090,5555,4761,15155,12634,9329,1660660,740218,1631214,1431035,0:00:14.027349,2023-06-04 22:45:01.307754
iozone,/dev/md5,33,1,16384,4,25311,22257,29907,51288,5642,4498,15384,12517,7841,1560997,723577,164449,1370912,0:00:14.952917,2023-06-04 22:45:16.260988
iozone,/dev/md5,33,2,16384,4,24626,22242,26838,56662,6457,4460,15326,12636,8236,1595944,714303,1603130,1426549,0:00:14.421064,2023-06-04 22:45:30.682320
iozone,/dev/md5,33,3,16384,4,24083,24885,28145,59027,5898,4769,15914,12787,8866,1673032,730647,151774,1380746,0:00:14.294535,2023-06-04 22:45:44.977114
iozone,/dev/md5,33,4,16384,4,24247,21528,27440,55346,5826,4558,11432,12949,9320,720203,1067158,1645313,1402129,0:00:14.646939,2023-06-04 22:45:59.624322
iozone,/dev/md5,33,5,16384,4,26256,26273,51688,44170,5634,4851,13877,12542,9104,700770,713458,1600628,1426194,0:00:14.289656,2023-06-04 22:46:13.914246
iozone,/dev/md5,34,1,16384,4,24427,23311,28719,60872,6616,4583,13250,12589,8045,1450181,705228,1597057,1432437,0:00:14.651477,2023-06-04 22:46:28.566023
iozone,/dev/md5,34,2,16384,4,25462,22660,34069,55560,6562,4558,16208,12979,9273,742096,775756,1808606,1498174,0:00:13.661347,2023-06-04 22:46:42.227569
iozone,/dev/md5,34,3,16384,4,25640,27011,50217,59825,6019,4747,13790,12913,8137,1601859,740616,1682494,1450947,0:00:14.070077,2023-06-04 22:46:56.297874
iozone,/dev/md5,34,4,16384,4,25360,24946,31541,54825,6682,4529,11957,12955,9376,1050534,1056429,1605640,1402157,0:00:14.030595,2023-06-04 22:47:10.328735
iozone,/dev/md5,34,5,16384,4,22747,26651,27153,49466,5107,3420,15865,12744,9558,1710043,754497,1747217,1471767,0:00:15.813363,2023-06-04 22:47:26.142368
iozone,/dev/md5,35,1,16384,4,23903,26121,54117,58777,5849,4608,14792,13135,10280,1526800,714489,1609739,1391285,0:00:13.764890,2023-06-04 22:47:39.907522
iozone,/dev/md5,35,2,16384,4,24466,24352,48361,42106,5190,4541,11652,12874,9285,1429041,707239,1623008,1399530,0:00:15.146640,2023-06-04 22:47:55.054367
iozone,/dev/md5,35,3,16384,4,25388,24668,26475,55476,6238,4739,16991,13139,10252,1402844,697130,1594389,1417925,0:00:13.634407,2023-06-04 22:48:08.689035
iozone,/dev/md5,35,4,16384,4,25779,24190,26991,57565,5914,4513,14369,12706,10640,1295474,709261,1629589,1413986,0:00:14.269766,2023-06-04 22:48:22.959086
iozone,/dev/md5,35,5,16384,4,23731,23732,26655,56075,8441,4247,15761,12215,10094,722011,696720,1622318,1413143,0:00:13.698749,2023-06-04 22:48:36.658090
iozone,/dev/md5,36,1,16384,8,31937,34339,32857,93105,10552,8914,17903,22183,9413,756665,841935,2479432,2078955,0:00:09.499969,2023-06-04 22:48:46.158360
iozone,/dev/md5,36,2,16384,8,33719,32852,32594,85590,11965,9042,14845,23202,24751,1340637,825768,209618,2040861,0:00:08.570452,2023-06-04 22:48:54.729074
iozone,/dev/md5,36,3,16384,8,30841,28416,76329,71760,11295,9202,15918,22898,9572,1132101,853999,2570893,2124525,0:00:09.487300,2023-06-04 22:49:04.216639
iozone,/dev/md5,36,4,16384,8,33171,33441,80708,77239,12485,10028,17417,23684,10633,1375770,811885,2513256,2084505,0:00:08.640131,2023-06-04 22:49:12.857039
iozone,/dev/md5,36,5,16384,8,33074,33176,68352,65486,10475,9524,13881,24221,8972,1125814,812826,2519060,2084758,0:00:09.613122,2023-06-04 22:49:22.470426
iozone,/dev/md5,37,1,16384,8,30766,31613,32996,73199,10598,8921,16657,23163,9795,1118429,830699,2479432,2096204,0:00:09.665144,2023-06-04 22:49:32.135878
iozone,/dev/md5,37,2,16384,8,32007,32112,34064,75546,10508,8855,13317,23970,9662,760383,839816,2589103,2117911,0:00:09.899799,2023-06-04 22:49:42.035944
iozone,/dev/md5,37,3,16384,8,31942,30483,63435,65308,14270,9439,13316,23145,9167,759895,866326,2580159,2130320,0:00:09.423479,2023-06-04 22:49:51.459679
iozone,/dev/md5,37,4,16384,8,32558,32657,32795,88767,10411,9105,17543,22954,9522,1123586,1371405,2486160,2043896,0:00:09.590684,2023-06-04 22:50:01.050638
iozone,/dev/md5,37,5,16384,8,34490,36262,90283,76635,12695,10064,21461,24181,8454,751971,829236,2445723,2078389,0:00:08.780289,2023-06-04 22:50:09.831191
iozone,/dev/md5,38,1,16384,8,34569,30237,32937,85794,11913,9860,17674,24321,8556,1120435,816991,2416483,2065769,0:00:09.415427,2023-06-04 22:50:19.246930
iozone,/dev/md5,38,2,16384,8,34277,34508,33887,98087,10726,10081,16947,22504,8956,1124966,1258372,178806,2022957,0:00:09.807770,2023-06-04 22:50:29.055011
iozone,/dev/md5,38,3,16384,8,30088,32658,64725,80140,10504,9506,14910,23122,8277,1115018,832390,2434115,2045965,0:00:09.901560,2023-06-04 22:50:38.956835
iozone,/dev/md5,38,4,16384,8,32353,31703,40554,76702,11370,8706,19224,23067,10036,1108596,871170,194201,1997089,0:00:09.603390,2023-06-04 22:50:48.560489
iozone,/dev/md5,38,5,16384,8,31281,32327,92429,83431,9655,9684,17153,23152,10463,1112203,822319,2436272,2065582,0:00:09.172451,2023-06-04 22:50:57.733134
iozone,/dev/md5,39,1,16384,8,34383,31318,29897,81670,12656,9750,17280,23243,8181,1132904,827180,86605,2072060,0:00:09.673028,2023-06-04 22:51:07.406474
iozone,/dev/md5,39,2,16384,8,27061,34451,84172,56114,12255,9929,19677,23453,8917,1120362,807497,2390840,2089258,0:00:09.607211,2023-06-04 22:51:17.013945
iozone,/dev/md5,39,3,16384,8,34198,32222,87246,74358,10982,6946,18823,24084,8886,1148851,1392384,2551231,2096204,0:00:09.674809,2023-06-04 22:51:26.689025
iozone,/dev/md5,39,4,16384,8,34561,20520,89827,77930,14750,7764,21139,22469,3700,1278387,1431542,2465997,2053914,0:00:11.972233,2023-06-04 22:51:38.661518
iozone,/dev/md5,39,5,16384,8,33299,30673,83865,92369,11499,9955,20786,23106,9793,1104942,811128,211131,2062173,0:00:08.860259,2023-06-04 22:51:47.522047
iozone,/dev/md5,40,1,16384,8,32758,32218,92003,79895,10412,9236,22569,23357,10529,1125279,823275,115100,2053669,0:00:09.059774,2023-06-04 22:51:56.582109
iozone,/dev/md5,40,2,16384,8,33116,33243,34080,98895,13710,9469,11191,23814,8743,1124432,817682,95189,2024507,0:00:10.039307,2023-06-04 22:52:06.621678
iozone,/dev/md5,40,3,16384,8,33672,31760,34211,96473,10902,8894,14995,22654,8868,1131020,827767,2443202,2002210,0:00:09.873544,2023-06-04 22:52:16.495427
iozone,/dev/md5,40,4,16384,8,35041,32281,33395,87988,11332,8344,17921,23472,9507,1165056,833359,208601,2012059,0:00:09.596587,2023-06-04 22:52:26.092275
iozone,/dev/md5,40,5,16384,8,30031,31659,80291,73029,9842,9759,11492,23166,8821,1153479,875398,2575325,2094862,0:00:10.144949,2023-06-04 22:52:36.237484
iozone,/dev/md5,41,1,16384,16,28626,35333,57335,97234,22957,18414,16435,32272,9659,833066,921693,3203734,2608067,0:00:07.335262,2023-06-04 22:52:43.573052
iozone,/dev/md5,41,2,16384,16,34172,38545,36437,121747,18325,16583,17929,35262,11689,1246028,916078,226342,2578127,0:00:07.142169,2023-06-04 22:52:50.715478
iozone,/dev/md5,41,3,16384,16,31652,31160,116705,110551,18467,18640,26510,35486,11303,837758,1528226,3208071,2579288,0:00:06.563085,2023-06-04 22:52:57.278775
iozone,/dev/md5,41,4,16384,16,39772,37770,126573,135332,19622,21406,25184,35481,9456,850943,916176,3209419,2562839,0:00:06.411981,2023-06-04 22:53:03.691051
iozone,/dev/md5,41,5,16384,16,35683,36394,47151,91870,19991,19665,18747,34302,9687,846019,913363,3174578,2493015,0:00:07.048006,2023-06-04 22:53:10.739329
iozone,/dev/md5,42,1,16384,16,36206,37926,41980,122132,21430,17182,17892,33866,11074,835497,975868,143215,2449036,0:00:07.470756,2023-06-04 22:53:18.210382
iozone,/dev/md5,42,2,16384,16,31668,36538,90984,84442,19589,19884,20939,39755,10303,841245,905242,3002449,2540949,0:00:06.941080,2023-06-04 22:53:25.151654
iozone,/dev/md5,42,3,16384,16,31551,37260,33867,128300,18064,15498,15334,35722,13380,832430,880716,207353,2535417,0:00:07.360496,2023-06-04 22:53:32.512406
iozone,/dev/md5,42,4,16384,16,36494,33626,96826,110410,16262,21593,28016,37325,56323,1508401,980197,173922,2546127,0:00:05.347920,2023-06-04 22:53:37.860516
iozone,/dev/md5,42,5,16384,16,32967,36859,110092,110338,19419,20613,26358,37133,11941,834219,901702,3012848,2536166,0:00:06.300511,2023-06-04 22:53:44.161293
iozone,/dev/md5,43,1,16384,16,35721,35729,36651,120503,21398,19184,18254,35679,12134,835405,907597,3089098,2539352,0:00:06.710584,2023-06-04 22:53:50.872211
iozone,/dev/md5,43,2,16384,16,29561,38502,37502,129404,23859,17826,19314,35248,10055,1219862,880716,3191829,2561120,0:00:06.987562,2023-06-04 22:53:57.860042
iozone,/dev/md5,43,3,16384,16,38159,34400,80107,90474,20691,17837,19653,35591,9978,1223968,856234,3181338,2553981,0:00:06.842103,2023-06-04 22:54:04.702416
iozone,/dev/md5,43,4,16384,16,35085,38526,37599,113583,16833,17746,19493,34055,10595,1219948,872453,310250,2551231,0:00:07.248223,2023-06-04 22:54:11.950898
iozone,/dev/md5,43,5,16384,16,38187,37903,104682,87421,21512,19033,19455,34989,59083,1531223,905051,198687,2487690,0:00:05.502728,2023-06-04 22:54:17.453909
iozone,/dev/md5,44,1,16384,16,39742,35310,104588,75047,19579,19122,27672,33836,24852,825599,880050,3155627,2526097,0:00:05.643513,2023-06-04 22:54:23.097650
iozone,/dev/md5,44,2,16384,16,36583,37710,46841,97090,19361,19809,18969,34169,10656,836901,896479,3160416,3194352,0:00:06.916926,2023-06-04 22:54:30.014828
iozone,/dev/md5,44,3,16384,16,34931,36158,34404,123421,18145,18488,17535,34809,15000,1233835,1586658,3299093,2574842,0:00:06.722122,2023-06-04 22:54:36.737231
iozone,/dev/md5,44,4,16384,16,38544,29240,112334,135100,23643,19733,19224,36494,11464,829786,1350146,187149,2471940,0:00:06.657207,2023-06-04 22:54:43.394700
iozone,/dev/md5,44,5,16384,16,35076,38474,115207,98356,18908,18672,26606,32352,14144,1215417,883093,3071562,2522481,0:00:06.167842,2023-06-04 22:54:49.562832
iozone,/dev/md5,45,1,16384,16,36738,37085,37304,103133,27281,17845,17725,34539,12791,831685,880908,3265699,2550000,0:00:06.689489,2023-06-04 22:54:56.252690
iozone,/dev/md5,45,2,16384,16,36882,35717,97048,115031,18108,20644,14806,35515,11631,848956,974014,213406,2600271,0:00:07.046382,2023-06-04 22:55:03.299334
iozone,/dev/md5,45,3,16384,16,37813,35516,112112,121783,16607,19017,23150,38579,13606,1203202,968087,186880,2576097,0:00:06.604281,2023-06-04 22:55:09.903885
iozone,/dev/md5,45,4,16384,16,35697,38304,109248,93647,16084,20671,24584,34741,11613,1258649,1006512,228341,2652462,0:00:06.789186,2023-06-04 22:55:16.693332
iozone,/dev/md5,45,5,16384,16,37813,31046,41581,132201,15388,17453,22357,35073,10234,836127,892277,216825,2505193,0:00:07.460004,2023-06-04 22:55:24.153570
iozone,/dev/md5,46,1,32768,4,20330,26148,36111,59807,6520,3720,11580,12842,9434,740336,673324,227786,1235031,0:00:30.190642,2023-06-04 22:55:54.344532
iozone,/dev/md5,46,2,32768,4,26494,26469,57389,63167,6298,3844,13410,13232,9168,1652708,986726,110621,1261477,0:00:28.561510,2023-06-04 22:56:22.906303
iozone,/dev/md5,46,3,32768,4,24690,25386,55834,63178,5815,3826,14520,13223,10776,1649436,661365,123405,1258658,0:00:28.562264,2023-06-04 22:56:51.468831
iozone,/dev/md5,46,4,32768,4,24821,25627,39890,62355,6090,3064,13824,13151,9646,1640282,898518,1457916,1345820,0:00:30.836134,2023-06-04 22:57:22.305226
iozone,/dev/md5,46,5,32768,4,26580,28005,51756,62578,7114,3740,13503,13264,9615,736492,666016,212974,1320438,0:00:28.094974,2023-06-04 22:57:50.400462
iozone,/dev/md5,47,1,32768,4,26501,26544,38612,60315,5749,3740,13575,12959,10278,1674761,661897,136760,1258865,0:00:29.279485,2023-06-04 22:58:19.680251
iozone,/dev/md5,47,2,32768,4,26463,26349,38383,61722,5923,3477,14794,13146,10458,1602509,986478,241828,1273233,0:00:29.337947,2023-06-04 22:58:49.018457
iozone,/dev/md5,47,3,32768,4,26111,26191,50192,61964,6596,3378,12181,13208,10051,970958,642812,214638,1226763,0:00:29.487024,2023-06-04 22:59:18.505751
iozone,/dev/md5,47,4,32768,4,26519,26492,38638,60964,6077,3751,13954,13278,9575,741511,747666,201025,1424624,0:00:28.931560,2023-06-04 22:59:47.437576
iozone,/dev/md5,47,5,32768,4,27799,27394,56757,60494,6566,3324,14664,13315,9562,748929,893709,1458566,1338180,0:00:29.145317,2023-06-04 23:00:16.583114
iozone,/dev/md5,48,1,32768,4,26392,24389,54874,63859,6745,3810,15073,13221,9700,1639128,647232,215103,1259142,0:00:28.467230,2023-06-04 23:00:45.050663
iozone,/dev/md5,48,2,32768,4,26137,26623,38598,61763,6440,3355,14128,13013,9641,731903,664975,215003,1284610,0:00:29.702237,2023-06-04 23:01:14.753239
iozone,/dev/md5,48,3,32768,4,24303,26442,40305,59905,6270,3474,12902,13020,9501,743118,744217,210097,1436251,0:00:29.832959,2023-06-04 23:01:44.586465
iozone,/dev/md5,48,4,32768,4,26587,28048,57545,59934,6429,3546,12201,13319,10034,730969,674779,252358,1315673,0:00:29.364942,2023-06-04 23:02:13.951627
iozone,/dev/md5,48,5,32768,4,26139,27288,53571,64716,7153,3805,15515,13405,9880,1233268,667455,92386,1282596,0:00:27.630551,2023-06-04 23:02:41.582451
iozone,/dev/md5,49,1,32768,4,26113,27088,39634,61770,6023,3402,14532,13622,9532,1665890,660806,82634,1246263,0:00:30.045108,2023-06-04 23:03:11.627875
iozone,/dev/md5,49,2,32768,4,25438,26403,49394,58302,5767,3571,12859,13656,9167,745541,683208,215434,1266545,0:00:29.986586,2023-06-04 23:03:41.614731
iozone,/dev/md5,49,3,32768,4,26094,26431,52094,62324,6218,3834,14542,13952,12001,1554303,753375,86257,1410284,0:00:27.749785,2023-06-04 23:04:09.364815
iozone,/dev/md5,49,4,32768,4,25827,26596,52993,60923,7021,3520,15570,13392,11712,736295,1044997,1650545,1443598,0:00:29.032280,2023-06-04 23:04:38.397313
iozone,/dev/md5,49,5,32768,4,25622,26343,37886,62778,7045,3450,14122,12888,9647,1119849,665351,245460,1275857,0:00:28.971776,2023-06-04 23:05:07.369303
iozone,/dev/md5,50,1,32768,4,25464,25897,37713,60231,5929,3688,13512,12741,11643,1548803,989012,220199,1261280,0:00:29.020911,2023-06-04 23:05:36.391501
iozone,/dev/md5,50,2,32768,4,25406,26613,49325,56371,6186,3632,14062,12674,10434,715176,668159,107958,1267036,0:00:29.128972,2023-06-04 23:06:05.520742
iozone,/dev/md5,50,3,32768,4,25701,25775,37874,61452,5965,3634,13228,12747,10489,682455,670896,86618,1277363,0:00:29.808669,2023-06-04 23:06:35.329678
iozone,/dev/md5,50,4,32768,4,23922,25541,48502,61522,6742,3765,13767,13046,10200,1453245,671463,226155,1317679,0:00:28.354718,2023-06-04 23:07:03.684656
iozone,/dev/md5,50,5,32768,4,25169,25381,38383,60714,5300,3594,11482,13268,11821,674015,900095,1458550,1347205,0:00:30.258534,2023-06-04 23:07:33.943451
iozone,/dev/md5,51,1,32768,8,30074,34053,50215,99627,10522,7596,17772,25019,12641,1126319,744185,97600,1689584,0:00:18.451707,2023-06-04 23:07:52.395461
iozone,/dev/md5,51,2,32768,8,31950,33890,64787,79280,10628,7919,15233,23950,10383,734395,730142,215097,1807484,0:00:19.021833,2023-06-04 23:08:11.417573
iozone,/dev/md5,51,3,32768,8,34243,34096,53318,93957,10324,6372,16917,23434,10751,759714,762208,203919,1839440,0:00:19.588617,2023-06-04 23:08:31.006444
iozone,/dev/md5,51,4,32768,8,33629,36322,51849,97564,9918,6564,19495,23947,11025,750889,1107282,2122287,1916251,0:00:19.070923,2023-06-04 23:08:50.077629
iozone,/dev/md5,51,5,32768,8,34413,34783,49896,96285,12078,6665,19468,23917,10884,763003,761494,215965,1865835,0:00:18.947770,2023-06-04 23:09:09.025658
iozone,/dev/md5,52,1,32768,8,33847,34137,49220,87415,11627,7853,18582,24057,11129,759835,765895,88795,1812776,0:00:18.330640,2023-06-04 23:09:27.356609
iozone,/dev/md5,52,2,32768,8,32812,34365,49791,95947,11223,7894,15628,23487,10521,751111,750766,259123,1865303,0:00:18.781393,2023-06-04 23:09:46.138273
iozone,/dev/md5,52,3,32768,8,33076,34540,50112,93749,11351,7906,18868,23744,10992,759869,800917,214638,1859901,0:00:18.081935,2023-06-04 23:10:04.220396
iozone,/dev/md5,52,4,32768,8,33213,34167,85672,82564,11126,7636,16307,23977,10991,760436,762237,90880,1809483,0:00:18.763615,2023-06-04 23:10:22.984295
iozone,/dev/md5,52,5,32768,8,30782,33865,49332,91190,12836,7681,19855,23502,11149,751283,747410,82615,1767139,0:00:18.131760,2023-06-04 23:10:41.116259
iozone,/dev/md5,53,1,32768,8,31369,34384,48987,93283,12661,7590,14370,22801,10900,749154,756539,216119,1816322,0:00:18.864789,2023-06-04 23:10:59.981358
iozone,/dev/md5,53,2,32768,8,35660,33922,50393,94974,11370,7690,13560,23306,10840,753962,755545,89144,1782703,0:00:19.328990,2023-06-04 23:11:19.310544
iozone,/dev/md5,53,3,32768,8,34257,33777,50519,98607,11295,7567,15608,24113,11128,1377049,755703,2128895,1924354,0:00:18.498698,2023-06-04 23:11:37.809504
iozone,/dev/md5,53,4,32768,8,33480,34140,87290,96225,10362,7559,18203,23372,10277,755334,759222,78369,1777791,0:00:18.821713,2023-06-04 23:11:56.631496
iozone,/dev/md5,53,5,32768,8,31285,30199,82267,92247,9985,7792,13719,23490,10303,749840,753999,205056,1856761,0:00:19.455689,2023-06-04 23:12:16.087455
iozone,/dev/md5,54,1,32768,8,33215,34459,48075,93950,12254,6390,18448,23956,10693,755143,757958,214873,1779702,0:00:18.914994,2023-06-04 23:12:35.002672
iozone,/dev/md5,54,2,32768,8,31174,31958,71500,91811,11257,7728,18784,24405,11023,1139514,727160,203572,1852256,0:00:18.190578,2023-06-04 23:12:53.193510
iozone,/dev/md5,54,3,32768,8,33603,33881,96573,85041,10689,7999,16710,25838,11028,1147497,764272,216493,1863204,0:00:18.030863,2023-06-04 23:13:11.224633
iozone,/dev/md5,54,4,32768,8,32401,34512,51407,95192,10186,7867,17672,25037,9337,1149397,757816,95638,1872674,0:00:19.248509,2023-06-04 23:13:30.473407
iozone,/dev/md5,54,5,32768,8,28634,32688,49418,84291,11801,7840,17174,25157,11082,1145460,761958,97658,1822246,0:00:18.570337,2023-06-04 23:13:49.044009
iozone,/dev/md5,55,1,32768,8,31754,33420,48917,86347,10433,7834,18044,25243,10817,757394,757553,85317,1790390,0:00:18.946221,2023-06-04 23:14:07.990548
iozone,/dev/md5,55,2,32768,8,31120,34026,46274,95396,9849,7479,18575,24729,10576,1120927,753822,229681,1854331,0:00:19.130606,2023-06-04 23:14:27.121423
iozone,/dev/md5,55,3,32768,8,33057,33364,51275,96959,9393,7651,17694,23133,10664,1130479,760012,83549,1783767,0:00:19.363782,2023-06-04 23:14:46.485396
iozone,/dev/md5,55,4,32768,8,26609,33238,50149,90524,11788,7846,17265,23344,11776,756298,764463,193713,1858443,0:00:18.375657,2023-06-04 23:15:04.861319
iozone,/dev/md5,55,5,32768,8,33571,33703,51210,92330,13712,7420,17545,23915,10438,747988,755703,214242,1812776,0:00:18.245492,2023-06-04 23:15:23.107083
iozone,/dev/md5,56,1,32768,16,37623,38283,55380,124740,18606,14592,17622,35168,10558,816665,869845,176367,2287149,0:00:14.201509,2023-06-04 23:15:37.308908
iozone,/dev/md5,56,2,32768,16,32507,36760,64264,127199,19134,14390,22420,38223,21708,820904,1247202,2644032,2356400,0:00:12.143734,2023-06-04 23:15:49.452840
iozone,/dev/md5,56,3,32768,16,33957,41687,64252,116551,14526,15827,16870,39154,11213,1238023,819382,97611,2228662,0:00:14.845655,2023-06-04 23:16:04.298752
iozone,/dev/md5,56,4,32768,16,33731,39500,66447,122655,23929,15460,21455,39032,11548,822801,1196090,241634,2228048,0:00:12.959009,2023-06-04 23:16:17.258051
iozone,/dev/md5,56,5,32768,16,39701,38327,121340,113408,20004,15877,25091,38774,11844,1351418,947189,216713,2589728,0:00:12.474793,2023-06-04 23:16:29.733105
iozone,/dev/md5,57,1,32768,16,38580,38592,125766,107668,14718,16214,20441,37640,12506,828900,818012,184775,2281871,0:00:13.348120,2023-06-04 23:16:43.081481
iozone,/dev/md5,57,2,32768,16,38706,38708,65517,133787,17257,15708,21586,34428,10911,852467,1255439,2631326,2315236,0:00:13.352695,2023-06-04 23:16:56.434434
iozone,/dev/md5,57,3,32768,16,40173,39979,130565,101750,18674,16154,27610,36781,11771,1554549,1248448,2645355,2325775,0:00:12.295684,2023-06-04 23:17:08.730374
iozone,/dev/md5,57,4,32768,16,43096,38804,132894,112010,17600,14803,26602,36071,11254,1169078,824187,91000,2238244,0:00:13.175586,2023-06-04 23:17:21.906224
iozone,/dev/md5,57,5,32768,16,39277,37254,49733,132140,19357,15230,18977,37359,11455,1226205,814376,218762,2248239,0:00:13.605339,2023-06-04 23:17:35.511824
iozone,/dev/md5,58,1,32768,16,38032,38642,61746,133231,19960,15672,22512,35873,11525,1227727,816282,91568,2305952,0:00:13.311966,2023-06-04 23:17:48.824011
iozone,/dev/md5,58,2,32768,16,36160,38491,53587,129033,18985,15361,22150,35790,10702,819651,813244,89464,2262041,0:00:13.885937,2023-06-04 23:18:02.710209
iozone,/dev/md5,58,3,32768,16,38179,39197,64030,126653,18078,15751,19795,34774,11605,1168541,818850,191716,2257212,0:00:13.664134,2023-06-04 23:18:16.374606
iozone,/dev/md5,58,4,32768,16,37313,38719,130074,111765,19791,15372,21891,35926,12105,1242298,847772,241655,2253326,0:00:12.799763,2023-06-04 23:18:29.174562
iozone,/dev/md5,58,5,32768,16,37146,38156,120236,107123,18845,15555,28607,37395,11350,826577,818625,136568,2228662,0:00:12.836486,2023-06-04 23:18:42.011347
iozone,/dev/md5,59,1,32768,16,33373,37730,62976,126063,17387,14863,14685,35022,11147,811750,814232,217597,2248533,0:00:15.168123,2023-06-04 23:18:57.179792
iozone,/dev/md5,59,2,32768,16,38042,37476,123067,116640,19460,15917,23878,36194,10368,1207948,811213,188439,2237952,0:00:13.211766,2023-06-04 23:19:10.391820
iozone,/dev/md5,59,3,32768,16,37768,38308,120823,110133,16335,15424,22140,33724,10586,1212873,815207,136152,2178707,0:00:13.842229,2023-06-04 23:19:24.234317
iozone,/dev/md5,59,4,32768,16,35974,36997,56463,125005,18546,14527,22273,37162,10878,829826,831739,220185,2259735,0:00:13.695285,2023-06-04 23:19:37.929870
iozone,/dev/md5,59,5,32768,16,38180,36403,64894,126262,19556,15486,22205,33550,11271,834046,824642,101376,2212553,0:00:13.618435,2023-06-04 23:19:51.548566
iozone,/dev/md5,60,1,32768,16,35739,39408,128809,109515,18408,15489,21641,34855,11218,824415,814656,220605,2250853,0:00:13.254246,2023-06-04 23:20:04.803117
iozone,/dev/md5,60,2,32768,16,37662,38433,65338,126469,16937,15319,20819,33264,11469,827557,1265018,2680595,2362313,0:00:13.538564,2023-06-04 23:20:18.341937
iozone,/dev/md5,60,3,32768,16,39874,39697,126775,107443,18958,15349,22740,35255,10154,824311,813340,111944,2181023,0:00:13.611858,2023-06-04 23:20:31.954053
iozone,/dev/md5,60,4,32768,16,38452,35656,101904,105653,16191,16064,19874,39433,12113,1226719,815546,89844,2201989,0:00:13.665572,2023-06-04 23:20:45.619883
iozone,/dev/md5,60,5,32768,16,36866,40802,62898,123483,16276,15605,22492,39691,12078,1262056,975991,200471,2539953,0:00:13.259180,2023-06-04 23:20:58.879312
iozone,/dev/md5,61,1,65536,4,21045,28373,56871,62228,3271,2676,14442,12772,10211,1691516,1028373,225891,1263610,0:01:14.439288,2023-06-04 23:22:13.318784
iozone,/dev/md5,61,2,65536,4,25656,27019,55737,60986,3199,3247,14942,13265,10303,1336078,801840,210374,1243331,0:01:09.355337,2023-06-04 23:23:22.674414
iozone,/dev/md5,61,3,65536,4,24840,27045,51302,61708,3292,2983,13808,12863,10624,858631,773404,199374,1309592,0:01:11.334522,2023-06-04 23:24:34.009198
iozone,/dev/md5,61,4,65536,4,25894,26034,48629,64199,3278,2922,13977,12853,10622,848658,957596,1454928,1545405,0:01:11.122970,2023-06-04 23:25:45.132427
iozone,/dev/md5,61,5,65536,4,25966,27168,57304,63238,3205,3247,14854,13131,10738,1036372,783838,235595,1305208,0:01:09.344868,2023-06-04 23:26:54.477551
iozone,/dev/md5,62,1,65536,4,25746,26242,54548,58688,3364,3138,15152,12874,10531,852898,780274,224353,1318847,0:01:09.180073,2023-06-04 23:28:03.657833
iozone,/dev/md5,62,2,65536,4,24410,26967,49057,63052,3273,2951,14391,12944,10295,1674524,1022003,235803,1314376,0:01:11.577561,2023-06-04 23:29:15.235662
iozone,/dev/md5,62,3,65536,4,25933,25727,56434,60558,3307,3233,15682,12904,10802,842246,1011373,236151,1305344,0:01:08.131830,2023-06-04 23:30:23.367754
iozone,/dev/md5,62,4,65536,4,26681,26978,56531,60584,3194,3240,15169,12857,10555,777044,786822,120189,1282230,0:01:09.780860,2023-06-04 23:31:33.148791
iozone,/dev/md5,62,5,65536,4,26500,25312,56141,61183,3163,3054,14593,13640,10330,1223436,781112,213555,1254063,0:01:10.759686,2023-06-04 23:32:43.908730
iozone,/dev/md5,63,1,65536,4,26572,26600,46367,61396,3207,3271,14418,13522,10262,844318,953679,1447954,1493765,0:01:09.408033,2023-06-04 23:33:53.317066
iozone,/dev/md5,63,2,65536,4,24536,26872,57336,62201,3316,3242,16582,12863,10412,1033558,768967,256574,1292473,0:01:08.380132,2023-06-04 23:35:01.697444
iozone,/dev/md5,63,3,65536,4,26130,25657,48850,64657,3227,2969,15642,12755,11517,851891,795061,96204,1302746,0:01:11.258743,2023-06-04 23:36:12.956444
iozone,/dev/md5,63,4,65536,4,22979,25629,57049,41243,3183,3070,13114,13103,10703,852002,804162,1463542,1557454,0:01:11.646556,2023-06-04 23:37:24.603252
iozone,/dev/md5,63,5,65536,4,25072,26775,48403,59441,3237,3261,14013,13147,10399,789761,959039,1452383,1548251,0:01:09.687003,2023-06-04 23:38:34.290498
iozone,/dev/md5,64,1,65536,4,25043,26612,60166,62150,3330,3198,15506,13333,9893,773241,785067,235617,1299156,0:01:08.487855,2023-06-04 23:39:42.778655
iozone,/dev/md5,64,2,65536,4,25733,27351,56925,60912,3315,3209,16210,13135,10307,861387,857991,117322,1417116,0:01:08.733624,2023-06-04 23:40:51.512538
iozone,/dev/md5,64,3,65536,4,26655,27729,49778,64581,3291,2549,15679,13149,10143,860887,1016628,233264,1236151,0:01:13.953478,2023-06-04 23:42:05.466240
iozone,/dev/md5,64,4,65536,4,26369,26405,57628,59089,3328,3144,14974,13543,10622,866603,1099855,1644067,1593155,0:01:08.429561,2023-06-04 23:43:13.896064
