Benchmark,Disk,file_size,record_size,write,rewrite,read,reread,time_test
iozone,md1,1M,8k,8k,1024,8,18753,15127,42570,48685,0:00:00.314253
iozone,md1,1M,8k,8k,1024,8,21355,63960,60767,51029,0:00:00.240576
iozone,md1,1M,8k,8k,1024,8,24323,20334,64115,51649,0:00:00.314628
iozone,md1,1M,8k,8k,1024,8,23149,64298,59009,52308,0:00:00.242430
iozone,md1,1M,8k,8k,1024,8,20834,62610,57970,50171,0:00:00.241910
iozone,md1,1M,8k,8k,1024,8,25880,64256,53943,51491,0:00:00.232873
iozone,md1,1M,8k,8k,1024,8,42357,15954,56434,52093,0:00:00.253220
iozone,md1,1M,8k,8k,1024,8,20214,21048,74396,50119,0:00:00.256959
iozone,md1,1M,8k,8k,1024,8,18252,21404,60473,50112,0:00:00.302104
iozone,md1,1M,8k,8k,1024,8,23514,15205,49133,50607,0:00:00.289053
iozone,md1,1M,8k,8k,1024,8,17890,23977,72903,50937,0:00:00.265161
iozone,md1,1M,8k,8k,1024,8,22338,64715,58979,51318,0:00:00.255217
iozone,md1,1M,8k,8k,1024,8,17569,19099,56847,50889,0:00:00.279664
iozone,md1,1M,8k,8k,1024,8,18999,28221,58434,49878,0:00:00.281318
iozone,md1,1M,8k,8k,1024,8,26427,64941,59030,50260,0:00:00.256920
iozone,md1,1M,8k,8k,1024,8,12153,23127,73137,48729,0:00:00.309414
iozone,md1,1M,8k,8k,1024,8,18957,17219,54523,51230,0:00:00.273638
iozone,md1,1M,8k,8k,1024,8,24168,66226,59957,52000,0:00:00.226138
iozone,md1,1M,8k,8k,1024,8,23541,63456,51095,52186,0:00:00.233341
iozone,md1,1M,8k,8k,1024,8,27431,65123,57625,51462,0:00:00.265742
iozone,md1,1M,8k,8k,1024,8,18482,13365,55873,50465,0:00:00.298189
iozone,md1,1M,8k,8k,1024,8,40250,16122,54200,51023,0:00:00.243384
iozone,md1,1M,8k,8k,1024,8,21503,64370,56198,51054,0:00:00.236102
iozone,md1,1M,8k,8k,1024,8,23253,12500,74739,53624,0:00:00.369286
iozone,md1,1M,16k,16k,1024,16,25788,75255,72259,61970,0:00:00.303358
iozone,md1,1M,16k,16k,1024,16,40017,64520,75165,62015,0:00:00.306589
iozone,md1,1M,16k,16k,1024,16,18370,24473,74084,80124,0:00:00.288555
iozone,md1,1M,16k,16k,1024,16,44425,71538,73195,78708,0:00:00.230522
iozone,md1,1M,16k,16k,1024,16,19754,15930,65679,82500,0:00:00.277364
iozone,md1,1M,16k,16k,1024,16,25147,45213,71012,73951,0:00:00.235665
iozone,md1,1M,16k,16k,1024,16,23934,83727,67059,82475,0:00:00.221803
iozone,md1,1M,16k,16k,1024,16,27654,84433,73189,83639,0:00:00.207589
iozone,md1,1M,16k,16k,1024,16,24905,20689,73153,78232,0:00:00.291736
iozone,md1,1M,16k,16k,1024,16,24737,83158,71199,74516,0:00:00.214113
iozone,md1,1M,16k,16k,1024,16,45440,48565,72633,76935,0:00:00.209765
iozone,md1,1M,16k,16k,1024,16,22115,84573,72783,85719,0:00:00.220854
iozone,md1,1M,16k,16k,1024,16,25376,82801,72820,92720,0:00:00.224213
iozone,md1,1M,16k,16k,1024,16,30617,84342,71935,78042,0:00:00.262072
iozone,md1,1M,16k,16k,1024,16,27905,83564,69645,79776,0:00:00.213616
iozone,md1,1M,16k,16k,1024,16,16172,29867,68152,78084,0:00:00.268732
iozone,md1,1M,16k,16k,1024,16,23607,76140,66910,84578,0:00:00.222713
iozone,md1,1M,16k,16k,1024,16,18769,18391,68720,86807,0:00:00.276080
iozone,md1,1M,16k,16k,1024,16,26151,85641,69231,83311,0:00:00.217065
